user,rating_bucket,attempts,solved,solve_rate,expected_rate,performance_ratio,avg_rating,mastery,skill_score,weakness_score,is_weak
TimeLimitExceed,1400,28,15,0.5357,0.7,0.7653,1473.33,2.7726,2.1884,0.1466,0
TimeLimitExceed,1600,90,44,0.4889,0.6,0.8148,1654.55,3.8067,3.0792,0.1043,0
TimeLimitExceed,2600,392,53,0.1352,0.22,0.6146,2649.06,3.989,1.4287,0.1015,1
TimeLimitExceed,1200,37,25,0.6757,0.78,0.8663,1240.0,3.2581,2.7298,0.0891,0
TimeLimitExceed,1000,39,30,0.7692,0.85,0.905,1056.67,3.434,2.7912,0.0672,0
TimeLimitExceed,2000,230,89,0.387,0.42,0.9213,2026.97,4.4998,3.5294,0.0327,0
TimeLimitExceed,800,37,33,0.8919,0.9,0.991,818.18,3.5264,2.5733,0.0065,0
TimeLimitExceed,1800,94,61,0.6489,0.5,1.2979,1865.57,4.1271,4.9965,0.0,0
TimeLimitExceed,2200,146,88,0.6027,0.35,1.7221,2260.23,4.4886,6.115,0.0,0
TimeLimitExceed,2400,138,50,0.3623,0.28,1.294,2468.0,3.9318,3.5158,0.0,0
TimeLimitExceed,2800,74,32,0.4324,0.16,2.0,2809.38,3.4965,4.2478,0.0,0
TimeLimitExceed,3000,44,18,0.4091,0.11,2.0,3038.89,2.9444,3.6605,0.0,0
TimeLimitExceed,3200,41,18,0.439,0.07,2.0,3261.11,2.9444,4.2156,0.0,0
TimeLimitExceed,3400,15,4,0.2667,0.04,2.0,3400.0,1.6094,1.4592,0.0,0
Timmy1003,1400,247,82,0.332,0.7,0.4743,1453.66,4.4188,2.1325,0.3744,1
Timmy1003,1200,161,77,0.4783,0.78,0.6132,1253.25,4.3567,2.6113,0.2866,1
Timmy1003,2400,46,4,0.087,0.28,0.3106,2400.0,1.6094,0.3359,0.2848,1
Timmy1003,1000,96,54,0.5625,0.85,0.6618,1033.33,4.0073,2.3293,0.2627,1
Timmy1003,1600,240,85,0.3542,0.6,0.5903,1678.82,4.4543,2.6485,0.2472,1
Timmy1003,800,122,86,0.7049,0.9,0.7832,830.23,4.4659,2.6137,0.1718,0
Timmy1003,2000,30,10,0.3333,0.42,0.7937,2000.0,2.3979,1.5986,0.0876,0
Timmy1003,1800,116,49,0.4224,0.5,0.8448,1857.14,3.912,3.0689,0.0752,0
Timmy1003,3400,1,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.0277,0
Timmy1003,2200,32,15,0.4688,0.35,1.3393,2280.0,2.7726,2.9632,0.0,0
Timmy1003,2600,23,7,0.3043,0.22,1.3834,2642.86,2.0794,1.6726,0.0,0
Timmy1003,2800,6,3,0.5,0.16,2.0,2800.0,1.3863,1.9408,0.0,0
Timosh,1200,1326,589,0.4442,0.78,0.5695,1255.86,6.3801,3.5591,0.3272,1
Timosh,1000,1023,522,0.5103,0.85,0.6003,1060.54,6.2596,3.3874,0.3244,1
Timosh,1400,1832,757,0.4132,0.7,0.5903,1454.82,6.6307,3.986,0.2824,1
Timosh,1800,2491,628,0.2521,0.5,0.5042,1853.5,6.4441,3.0112,0.2604,1
Timosh,1600,2628,926,0.3524,0.6,0.5873,1652.27,6.832,3.9775,0.249,1
Timosh,2600,421,34,0.0808,0.22,0.3671,2635.29,3.5553,0.7567,0.1848,1
Timosh,800,1443,1009,0.6992,0.9,0.7769,818.63,6.9177,3.9598,0.1845,0
Timosh,2000,1945,503,0.2586,0.42,0.6157,2037.38,6.2226,3.2786,0.1692,1
Timosh,3400,21,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.1236,1
Timosh,3000,44,2,0.0455,0.11,0.4132,3100.0,1.0986,0.1548,0.1171,1
Timosh,2400,847,159,0.1877,0.28,0.6704,2418.24,5.0752,2.3039,0.1024,1
Timosh,2200,1379,349,0.2531,0.35,0.7231,2238.97,5.8579,3.3194,0.1022,1
Timosh,2800,55,11,0.2,0.16,1.25,2800.0,2.4849,1.3915,0.0,0
Timothy07,1200,140,83,0.5929,0.78,0.7601,1267.47,4.4308,3.3294,0.1705,0
Timothy07,1600,165,74,0.4485,0.6,0.7475,1654.05,4.3175,3.2028,0.1457,1
Timothy07,1800,274,110,0.4015,0.5,0.8029,1854.55,4.7095,3.5064,0.0969,0
Timothy07,1400,77,46,0.5974,0.7,0.8534,1465.22,3.8501,3.3701,0.0922,0
Timothy07,1000,105,79,0.7524,0.85,0.8852,1070.89,4.382,3.5307,0.0846,0
Timothy07,2200,413,122,0.2954,0.35,0.844,2248.36,4.8122,3.1961,0.0566,0
Timothy07,800,124,104,0.8387,0.9,0.9319,817.31,4.654,3.1902,0.0523,0
Timothy07,2000,233,117,0.5021,0.42,1.1956,2048.72,4.7707,4.9079,0.0,0
Timothy07,2400,346,164,0.474,0.28,1.6928,2441.46,5.1059,5.9087,0.0,0
Timothy07,2600,551,127,0.2305,0.22,1.0477,2653.54,4.852,2.9676,0.0,0
Timothy07,2800,374,92,0.246,0.16,1.5374,2820.65,4.5326,3.1449,0.0,0
Timothy07,3000,136,18,0.1324,0.11,1.2032,3000.0,2.9444,1.1691,0.0,0
Timothy07,3200,6,2,0.3333,0.07,2.0,3300.0,1.0986,1.2085,0.0,0
Tmitmi,2800,31,0,0.0,0.16,0.0,2800.0,0.0,0.0,0.5545,1
Tmitmi,1600,707,101,0.1429,0.6,0.2381,1647.52,4.625,1.0885,0.5333,1
Tmitmi,1200,456,150,0.3289,0.78,0.4217,1258.67,5.0173,2.0773,0.4591,1
Tmitmi,1000,344,150,0.436,0.85,0.513,1061.33,5.0173,2.322,0.402,1
Tmitmi,2000,257,28,0.1089,0.42,0.2594,2053.57,3.3673,0.7534,0.3955,1
Tmitmi,1400,426,135,0.3169,0.7,0.4527,1484.44,4.9127,2.311,0.3924,1
Tmitmi,800,410,235,0.5732,0.9,0.6369,815.32,5.4638,2.5533,0.3043,1
Tmitmi,1800,303,77,0.2541,0.5,0.5083,1841.56,4.3567,2.0389,0.2624,1
Tmitmi,3400,9,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.0921,0
Tmitmi,2200,34,12,0.3529,0.35,1.0084,2216.67,2.5649,2.0067,0.0,0
Tmitmi,2400,44,21,0.4773,0.28,1.7045,2466.67,3.091,3.639,0.0,0
Tmitmi,2600,8,8,1.0,0.22,2.0,2600.0,2.1972,5.7128,0.0,0
Tmitmi,3200,12,4,0.3333,0.07,2.0,3200.0,1.6094,1.7167,0.0,0
To_retto,2000,24,0,0.0,0.42,0.0,2000.0,0.0,0.0,1.3519,1
To_retto,1200,15,5,0.3333,0.78,0.4274,1300.0,1.7918,0.7764,0.4436,0
To_retto,2400,47,4,0.0851,0.28,0.304,2400.0,1.6094,0.3287,0.2891,1
To_retto,2800,3,0,0.0,0.16,0.0,2800.0,0.0,0.0,0.2218,0
To_retto,800,27,19,0.7037,0.9,0.7819,821.05,2.9957,1.7309,0.1637,0
To_retto,1000,12,8,0.6667,0.85,0.7843,1075.0,2.1972,1.5747,0.1471,0
To_retto,1400,16,12,0.75,0.7,1.0714,1450.0,2.5649,2.7894,0.0,0
To_retto,1600,6,6,1.0,0.6,1.6667,1700.0,1.9459,3.308,0.0,0
To_retto,1800,23,17,0.7391,0.5,1.4783,1829.41,2.8904,3.9083,0.0,0
To_retto,2200,17,17,1.0,0.35,2.0,2200.0,2.8904,6.3588,0.0,0
To_retto,2600,22,9,0.4091,0.22,1.8595,2700.0,2.3026,2.5433,0.0,0
Tomate,1000,474,271,0.5717,0.85,0.6726,1061.99,5.6058,3.4037,0.2596,1
Tomate,800,672,489,0.7277,0.9,0.8085,817.79,6.1944,3.6862,0.156,0
Tomate,1200,486,299,0.6152,0.78,0.7888,1258.53,5.7038,4.4163,0.1521,0
Tomate,1400,656,403,0.6143,0.7,0.8776,1449.88,6.0014,5.3455,0.0794,0
Tomate,1600,688,445,0.6468,0.6,1.078,1652.58,6.1003,6.5206,0.0,0
Tomate,1800,823,527,0.6403,0.5,1.2807,1855.41,6.2691,7.4483,0.0,0
Tomate,2000,860,502,0.5837,0.42,1.3898,2049.8,6.2206,7.443,0.0,0
Tomate,2200,524,338,0.645,0.35,1.843,2246.75,5.826,8.4433,0.0,0
Tomate,2400,403,214,0.531,0.28,1.8965,2446.73,5.3706,6.9778,0.0,0
Tomate,2600,199,127,0.6382,0.22,2.0,2629.92,4.852,8.1436,0.0,0
Tomate,2800,116,50,0.431,0.16,2.0,2826.0,3.9318,4.7894,0.0,0
Tomate,3000,14,9,0.6429,0.11,2.0,3022.22,2.3026,4.4736,0.0,0
Tomate,3200,36,16,0.4444,0.07,2.0,3243.75,2.8332,4.0845,0.0,0
Tomate,3400,5,5,1.0,0.04,2.0,3500.0,1.7918,6.2712,0.0,0
TranVinhHuy2010,1000,151,90,0.596,0.85,0.7012,1051.11,4.5109,2.826,0.2315,1
TranVinhHuy2010,1200,258,140,0.5426,0.78,0.6957,1255.71,4.9488,3.3721,0.2217,1
TranVinhHuy2010,1400,734,383,0.5218,0.7,0.7454,1454.05,5.9506,4.5149,0.1692,1
TranVinhHuy2010,800,254,216,0.8504,0.9,0.9449,812.96,5.3799,3.7193,0.0431,0
TranVinhHuy2010,1600,679,424,0.6244,0.6,1.0407,1665.09,6.0521,6.2927,0.0,0
TranVinhHuy2010,1800,969,631,0.6512,0.5,1.3024,1850.24,6.4489,7.7699,0.0,0
TranVinhHuy2010,2000,819,465,0.5678,0.42,1.3518,2053.76,6.1442,7.1645,0.0,0
TranVinhHuy2010,2200,489,327,0.6687,0.35,1.9106,2236.39,5.793,8.6635,0.0,0
TranVinhHuy2010,2400,126,77,0.6111,0.28,2.0,2437.66,4.3567,6.4901,0.0,0
TranVinhHuy2010,2600,16,9,0.5625,0.22,2.0,2600.0,2.3026,3.3675,0.0,0
TranVinhHuy2010,2800,15,9,0.6,0.16,2.0,2822.22,2.3026,3.899,0.0,0
UNDERTAKER,1000,515,253,0.4913,0.85,0.578,1064.82,5.5373,2.8966,0.3428,1
UNDERTAKER,1600,991,322,0.3249,0.6,0.5415,1660.25,5.7777,3.1168,0.28,1
UNDERTAKER,1200,623,313,0.5024,0.78,0.6441,1246.01,5.7494,3.5991,0.2647,1
UNDERTAKER,1800,1395,351,0.2516,0.5,0.5032,1855.56,5.8636,2.7376,0.2621,1
UNDERTAKER,2200,1574,218,0.1385,0.35,0.3957,2258.72,5.3891,1.6859,0.2437,1
UNDERTAKER,1400,565,268,0.4743,0.7,0.6776,1439.18,5.5947,3.8193,0.2169,1
UNDERTAKER,2400,1080,141,0.1306,0.28,0.4663,2437.59,4.9558,1.5771,0.1753,1
UNDERTAKER,800,769,554,0.7204,0.9,0.8005,818.41,6.319,3.7256,0.1631,0
UNDERTAKER,2600,498,57,0.1145,0.22,0.5203,2647.37,4.0604,1.2304,0.1296,1
UNDERTAKER,2000,677,235,0.3471,0.42,0.8265,2042.98,5.4638,3.8747,0.0735,0
UNDERTAKER,3000,162,12,0.0741,0.11,0.6734,3083.33,2.5649,0.5858,0.0513,1
UNDERTAKER,3400,1,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.0277,0
UNDERTAKER,2800,118,27,0.2288,0.16,1.4301,2848.15,3.3322,2.1716,0.0,0
Umiyuri,1400,257,138,0.537,0.7,0.7671,1454.35,4.9345,3.8535,0.1526,0
Umiyuri,1800,795,300,0.3774,0.5,0.7547,1855.33,5.7071,3.9957,0.1221,0
Umiyuri,1200,264,177,0.6705,0.78,0.8596,1255.37,5.1818,4.3613,0.0989,0
Umiyuri,1000,165,123,0.7455,0.85,0.877,1060.16,4.8203,3.8095,0.0918,0
Umiyuri,800,318,264,0.8302,0.9,0.9224,821.21,5.5797,3.804,0.0612,0
Umiyuri,1600,415,243,0.5855,0.6,0.9759,1646.91,5.4972,5.3011,0.0134,0
Umiyuri,2000,599,268,0.4474,0.42,1.0653,2058.96,5.5947,5.1539,0.0,0
Umiyuri,2200,265,170,0.6415,0.35,1.8329,2240.59,5.1417,7.3904,0.0,0
Umiyuri,2400,388,205,0.5284,0.28,1.887,2445.85,5.3279,6.885,0.0,0
Umiyuri,2600,238,92,0.3866,0.22,1.7571,2635.87,4.5326,4.6183,0.0,0
Umiyuri,2800,156,62,0.3974,0.16,2.0,2850.0,4.1431,4.6929,0.0,0
Umiyuri,3000,25,22,0.88,0.11,2.0,3018.18,3.1355,8.3279,0.0,0
Umiyuri,3200,16,10,0.625,0.07,2.0,3240.0,2.3979,4.8557,0.0,0
Umiyuri,3400,12,5,0.4167,0.04,2.0,3440.0,1.7918,2.5682,0.0,0
Utena,1400,370,149,0.4027,0.7,0.5753,1457.05,5.0106,2.94,0.2926,1
Utena,1800,1130,270,0.2389,0.5,0.4779,1859.26,5.6021,2.4887,0.278,1
Utena,1200,268,141,0.5261,0.78,0.6745,1260.99,4.9558,3.2879,0.2385,1
Utena,1600,451,167,0.3703,0.6,0.6171,1665.27,5.124,3.1596,0.2293,1
Utena,2000,1024,252,0.2461,0.42,0.5859,2046.43,5.5334,2.7867,0.1845,1
Utena,1000,158,105,0.6646,0.85,0.7818,1061.9,4.6634,3.291,0.166,0
Utena,800,214,159,0.743,0.9,0.8255,808.18,5.0752,3.0475,0.1388,0
Utena,2400,829,189,0.228,0.28,0.8142,2446.03,5.247,2.9261,0.056,0
Utena,2200,823,255,0.3098,0.35,0.8853,2251.76,5.5452,3.8688,0.0412,0
Utena,2600,236,61,0.2585,0.22,1.1749,2639.34,4.1271,2.8155,0.0,0
Utena,2800,300,59,0.1967,0.16,1.2292,2818.64,4.0943,2.2696,0.0,0
Utena,3000,390,64,0.1641,0.11,1.4918,3006.25,4.1744,2.0594,0.0,0
Utena,3200,91,30,0.3297,0.07,2.0,3263.33,3.434,3.6944,0.0,0
Utena,3400,39,18,0.4615,0.04,2.0,3450.0,2.9444,4.6885,0.0,0
VGZD,2600,30,0,0.0,0.22,0.0,2600.0,0.0,0.0,0.7555,1
VGZD,1200,107,42,0.3925,0.78,0.5032,1250.0,3.7612,1.8454,0.381,1
VGZD,2000,189,31,0.164,0.42,0.3905,2035.48,3.4657,1.1571,0.3008,1
VGZD,3000,12,0,0.0,0.11,0.0,3000.0,0.0,0.0,0.2821,0
VGZD,2200,241,34,0.1411,0.35,0.4031,2208.82,3.5553,1.1079,0.2517,1
VGZD,1800,161,50,0.3106,0.5,0.6211,1864.0,3.9318,2.2761,0.1954,1
VGZD,2400,138,20,0.1449,0.28,0.5176,2435.0,3.0445,1.0744,0.1648,1
VGZD,1000,51,35,0.6863,0.85,0.8074,1071.43,3.5835,2.6349,0.1411,0
VGZD,800,107,79,0.7383,0.9,0.8204,822.78,4.382,2.662,0.1407,0
VGZD,1600,117,64,0.547,0.6,0.9117,1635.94,4.1744,3.7355,0.0489,0
VGZD,1400,63,46,0.7302,0.7,1.0431,1439.13,3.8501,4.0457,0.0,0
ValenciaTravis,800,162,154,0.9506,0.9,1.0562,819.48,5.0434,3.9289,0.0,0
ValenciaTravis,1000,142,123,0.8662,0.85,1.0191,1060.98,4.8203,4.4299,0.0,0
ValenciaTravis,1200,176,152,0.8636,0.78,1.1072,1259.21,5.0304,5.4706,0.0,0
ValenciaTravis,1400,465,332,0.714,0.7,1.02,1466.57,5.8081,6.0817,0.0,0
ValenciaTravis,1600,948,570,0.6013,0.6,1.0021,1658.95,6.3474,6.3313,0.0,0
ValenciaTravis,1800,1226,686,0.5595,0.5,1.1191,1855.1,6.5323,6.7806,0.0,0
ValenciaTravis,2000,1474,762,0.517,0.42,1.2309,2052.49,6.6373,7.0425,0.0,0
ValenciaTravis,2200,1696,812,0.4788,0.35,1.3679,2248.03,6.7007,7.212,0.0,0
ValenciaTravis,2400,2488,912,0.3666,0.28,1.3091,2441.45,6.8167,6.1005,0.0,0
ValenciaTravis,2600,1043,341,0.3269,0.22,1.4861,2628.45,5.8348,5.0141,0.0,0
ValenciaTravis,2800,561,166,0.2959,0.16,1.8494,2830.72,5.118,4.2869,0.0,0
ValenciaTravis,3000,281,96,0.3416,0.11,2.0,3019.79,4.5747,4.7196,0.0,0
ValenciaTravis,3200,58,17,0.2931,0.07,2.0,3229.41,2.8904,2.7359,0.0,0
Valters07,1200,1810,1034,0.5713,0.78,0.7324,1249.42,6.9422,4.955,0.1972,1
Valters07,1400,2215,1144,0.5165,0.7,0.7378,1448.51,7.0432,5.2692,0.1758,1
Valters07,1000,1271,859,0.6758,0.85,0.7951,1051.11,6.7569,4.8,0.1605,0
Valters07,1600,2858,1306,0.457,0.6,0.7616,1655.44,7.1755,5.4281,0.1392,0
Valters07,800,2450,1861,0.7596,0.9,0.844,821.55,7.5294,4.6987,0.1285,0
Valters07,1800,2644,1253,0.4739,0.5,0.9478,1852.59,7.1341,6.2634,0.0253,0
Valters07,2000,2867,1215,0.4238,0.42,1.009,2044.69,7.1033,6.1551,0.0,0
Valters07,2200,2570,1006,0.3914,0.35,1.1184,2236.58,6.9147,6.0538,0.0,0
Valters07,2400,1888,741,0.3925,0.28,1.4017,2435.09,6.6093,6.3167,0.0,0
Valters07,2600,770,225,0.2922,0.22,1.3282,2630.67,5.4205,4.1668,0.0,0
Valters07,2800,164,77,0.4695,0.16,2.0,2848.05,4.3567,5.8258,0.0,0
Valters07,3000,196,73,0.3724,0.11,2.0,3030.14,4.3041,4.8574,0.0,0
Valters07,3200,20,8,0.4,0.07,2.0,3262.5,2.1972,2.8674,0.0,0
VanshRA,1200,843,438,0.5196,0.78,0.6661,1251.14,6.0845,3.9553,0.2477,1
VanshRA,1800,2016,619,0.307,0.5,0.6141,1862.52,6.4297,3.677,0.1976,1
VanshRA,1400,788,420,0.533,0.7,0.7614,1445.24,6.0426,4.6547,0.1582,0
VanshRA,1000,473,335,0.7082,0.85,0.8332,1063.28,5.8171,4.3807,0.1281,0
VanshRA,1600,947,470,0.4963,0.6,0.8272,1657.23,6.1549,5.0623,0.0993,0
VanshRA,2000,1454,487,0.3349,0.42,0.7975,2051.95,6.1903,4.2545,0.0862,0
VanshRA,2200,1863,555,0.2979,0.35,0.8512,2250.81,6.3208,4.2383,0.0536,0
VanshRA,800,804,679,0.8445,0.9,0.9384,817.82,6.5221,4.5046,0.0493,0
VanshRA,2400,1621,460,0.2838,0.28,1.0135,2455.65,6.1334,4.2741,0.0,0
VanshRA,2600,1173,289,0.2464,0.22,1.1199,2639.79,5.6699,3.6876,0.0,0
VanshRA,2800,805,170,0.2112,0.16,1.3199,2845.29,5.1417,3.0895,0.0,0
VanshRA,3000,254,55,0.2165,0.11,1.9685,3027.27,4.0254,2.6387,0.0,0
VanshRA,3200,182,32,0.1758,0.07,2.0,3228.12,3.4965,1.9846,0.0,0
VanshRA,3400,127,16,0.126,0.04,2.0,3468.75,2.8332,1.2381,0.0,0
Vectors_Master,3200,8,0,0.0,0.07,0.0,3200.0,0.0,0.0,0.1538,0
Vectors_Master,1600,2271,1034,0.4553,0.6,0.7588,1656.09,6.9422,5.2346,0.1408,0
Vectors_Master,1000,958,671,0.7004,0.85,0.824,1054.1,6.5103,4.8066,0.1367,0
Vectors_Master,1400,1655,939,0.5674,0.7,0.8105,1447.6,6.8459,5.6227,0.1253,0
Vectors_Master,1200,1271,829,0.6522,0.78,0.8362,1250.9,6.7214,5.484,0.1183,0
Vectors_Master,1800,2923,1145,0.3917,0.5,0.7834,1851.62,7.044,5.1092,0.1074,0
Vectors_Master,2000,3823,1259,0.3293,0.42,0.7841,2043.37,7.1389,4.8039,0.0919,0
Vectors_Master,800,1562,1301,0.8329,0.9,0.9255,823.52,7.1717,4.9192,0.0604,0
Vectors_Master,2600,1621,289,0.1783,0.22,0.8104,2627.68,5.6699,2.6562,0.0462,0
Vectors_Master,2400,3595,870,0.242,0.28,0.8643,2441.49,6.7696,3.9998,0.04,0
Vectors_Master,2200,3532,1098,0.3109,0.35,0.8882,2246.99,7.0022,4.8912,0.0399,0
Vectors_Master,2800,483,62,0.1284,0.16,0.8023,2819.35,4.1431,1.4994,0.038,0
Vectors_Master,3000,130,12,0.0923,0.11,0.8392,3000.0,2.5649,0.7103,0.0242,0
VladProg,800,886,693,0.7822,0.9,0.8691,828.14,6.5425,4.2378,0.106,0
VladProg,1000,713,534,0.7489,0.85,0.8811,1051.5,6.2823,4.9474,0.0912,0
VladProg,3200,75,2,0.0267,0.07,0.381,3250.0,1.0986,0.0952,0.0894,1
VladProg,2800,533,49,0.0919,0.16,0.5746,2834.69,3.912,1.0195,0.087,1
VladProg,1200,1001,689,0.6883,0.78,0.8825,1250.36,6.5367,5.6257,0.0841,0
VladProg,2000,1979,687,0.3471,0.42,0.8265,2051.82,6.5338,4.6539,0.0734,0
VladProg,2400,1578,387,0.2452,0.28,0.8759,2443.15,5.961,3.5717,0.0368,0
VladProg,2600,710,138,0.1944,0.22,0.8835,2624.64,4.9345,2.5173,0.0284,0
VladProg,1400,1117,754,0.675,0.7,0.9643,1448.94,6.6267,6.4814,0.023,0
VladProg,1800,1536,762,0.4961,0.5,0.9922,1852.76,6.6373,6.1006,0.0038,0
VladProg,1600,1320,804,0.6091,0.6,1.0152,1655.47,6.6908,6.7466,0.0,0
VladProg,2200,1365,491,0.3597,0.35,1.0277,2249.29,6.1985,5.0151,0.0,0
VladProg,3000,154,17,0.1104,0.11,1.0035,3041.18,2.8904,0.9703,0.0,0
VladProg,3400,42,4,0.0952,0.04,2.0,3425.0,1.6094,0.525,0.0,0
VladaMG98,2600,304,31,0.102,0.22,0.4635,2632.26,3.4657,0.9303,0.1512,1
VladaMG98,1000,416,294,0.7067,0.85,0.8314,1056.12,5.687,4.2447,0.1293,0
VladaMG98,1200,642,411,0.6402,0.78,0.8208,1244.77,6.021,4.7981,0.1288,0
VladaMG98,1400,860,495,0.5756,0.7,0.8223,1451.31,6.2066,5.1847,0.1167,0
VladaMG98,2000,1131,356,0.3148,0.42,0.7494,2051.69,5.8777,3.7958,0.1076,1
VladaMG98,1800,1254,498,0.3971,0.5,0.7943,1851.0,6.2126,4.5668,0.1018,0
VladaMG98,1600,1002,510,0.509,0.6,0.8483,1653.14,6.2364,5.2474,0.0869,0
VladaMG98,800,583,471,0.8079,0.9,0.8977,825.27,6.157,4.105,0.082,0
VladaMG98,3000,37,3,0.0811,0.11,0.7371,3000.0,1.3863,0.3372,0.0441,1
VladaMG98,2400,691,183,0.2648,0.28,0.9458,2434.97,5.2149,3.3629,0.016,0
VladaMG98,2200,909,311,0.3421,0.35,0.9775,2248.55,5.743,4.4181,0.0079,0
VladaMG98,2800,16,5,0.3125,0.16,1.9531,2800.0,1.7918,1.5678,0.0,0
VladaMG98,3200,10,1,0.1,0.07,1.4286,3200.0,0.6931,0.2218,0.0,0
VladiG,1400,274,141,0.5146,0.7,0.7351,1446.81,4.9558,3.6897,0.1748,1
VladiG,1000,134,91,0.6791,0.85,0.7989,1050.55,4.5218,3.226,0.1518,0
VladiG,1200,227,140,0.6167,0.78,0.7907,1245.0,4.9488,3.7999,0.149,0
VladiG,800,369,285,0.7724,0.9,0.8582,811.58,5.656,3.5453,0.1134,0
VladiG,3400,15,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.1109,0
VladiG,1800,916,430,0.4694,0.5,0.9389,1859.77,6.0661,5.2959,0.0295,0
VladiG,1600,521,324,0.6219,0.6,1.0365,1665.12,5.7838,5.9892,0.0,0
VladiG,2000,2221,1155,0.52,0.42,1.2382,2038.1,7.0527,7.4751,0.0,0
VladiG,2200,990,500,0.5051,0.35,1.443,2247.2,6.2166,7.0555,0.0,0
VladiG,2400,800,302,0.3775,0.28,1.3482,2438.08,5.7137,5.2588,0.0,0
VladiG,2600,126,43,0.3413,0.22,1.5512,2660.47,3.7842,3.4358,0.0,0
VladiG,2800,64,41,0.6406,0.16,2.0,2821.95,3.7377,6.757,0.0,0
VladiG,3000,45,31,0.6889,0.11,2.0,3029.03,3.4657,7.2318,0.0,0
VladiG,3200,6,1,0.1667,0.07,2.0,3200.0,0.6931,0.3697,0.0,0
WJnY,1600,34,17,0.5,0.6,0.8333,1670.59,2.8904,2.4143,0.0914,0
WJnY,1000,16,12,0.75,0.85,0.8824,1075.0,2.5649,2.068,0.0795,0
WJnY,1200,13,10,0.7692,0.78,0.9862,1270.0,2.3979,2.3426,0.0084,0
WJnY,800,11,11,1.0,0.9,1.1111,809.09,2.4849,2.0105,0.0,0
WJnY,1400,8,8,1.0,0.7,1.4286,1400.0,2.1972,3.0761,0.0,0
WJnY,1800,30,21,0.7,0.5,1.4,1852.38,3.091,4.0081,0.0,0
WJnY,2000,46,24,0.5217,0.42,1.2422,2054.17,3.2189,3.4498,0.0,0
WJnY,2200,83,66,0.7952,0.35,2.0,2271.21,4.2047,7.5938,0.0,0
WJnY,2400,163,103,0.6319,0.28,2.0,2445.63,4.6444,7.1774,0.0,0
WJnY,2600,195,77,0.3949,0.22,1.7949,2658.44,4.3567,4.5734,0.0,0
WJnY,2800,253,72,0.2846,0.16,1.7787,2834.72,4.2905,3.4612,0.0,0
WJnY,3000,311,80,0.2572,0.11,2.0,3036.25,4.3944,3.4322,0.0,0
WJnY,3200,117,21,0.1795,0.07,2.0,3266.67,3.091,1.8124,0.0,0
WJnY,3400,118,23,0.1949,0.04,2.0,3443.48,3.1781,2.1331,0.0,0
WRKWRK,800,66,46,0.697,0.9,0.7744,821.74,3.8501,2.2051,0.176,0
WRKWRK,1000,55,39,0.7091,0.85,0.8342,1082.05,3.6889,2.8304,0.121,0
WRKWRK,1200,40,31,0.775,0.78,0.9936,1248.39,3.4657,3.3531,0.0042,0
WRKWRK,1400,28,20,0.7143,0.7,1.0204,1455.0,3.0445,3.1641,0.0,0
WRKWRK,1600,55,35,0.6364,0.6,1.0606,1657.14,3.5835,3.779,0.0,0
WRKWRK,1800,93,64,0.6882,0.5,1.3763,1842.19,4.1744,5.292,0.0,0
WRKWRK,2000,51,22,0.4314,0.42,1.0271,2045.45,3.1355,2.7666,0.0,0
WRKWRK,2200,39,31,0.7949,0.35,2.0,2238.71,3.4657,6.1672,0.0,0
WRKWRK,2400,86,45,0.5233,0.28,1.8688,2442.22,3.8286,4.8926,0.0,0
WRKWRK,2600,74,38,0.5135,0.22,2.0,2655.26,3.6636,4.9953,0.0,0
WRKWRK,2800,134,33,0.2463,0.16,1.5392,2851.52,3.5264,2.4763,0.0,0
WRKWRK,3000,17,8,0.4706,0.11,2.0,3100.0,2.1972,3.2054,0.0,0
WRKWRK,3200,10,3,0.3,0.07,2.0,3200.0,1.3863,1.3308,0.0,0
WRKWRK,3400,5,1,0.2,0.04,2.0,3500.0,0.6931,0.4852,0.0,0
Wael_Zaiback,1000,1179,603,0.5115,0.85,0.6017,1059.2,6.4036,3.469,0.3234,1
Wael_Zaiback,1400,2404,928,0.386,0.7,0.5515,1448.49,6.8341,3.8213,0.312,1
Wael_Zaiback,1200,1580,800,0.5063,0.78,0.6491,1255.0,6.6859,4.2485,0.2623,1
Wael_Zaiback,800,1826,1231,0.6742,0.9,0.7491,819.33,7.1164,3.9308,0.209,1
Wael_Zaiback,1600,2569,1065,0.4146,0.6,0.6909,1655.21,6.9717,4.7838,0.1827,1
Wael_Zaiback,1800,3356,1119,0.3334,0.5,0.6669,1857.46,7.0211,4.3484,0.1686,1
Wael_Zaiback,2000,3735,1083,0.29,0.42,0.6904,2049.58,6.9884,4.1532,0.1339,1
Wael_Zaiback,2200,3674,1050,0.2858,0.35,0.8165,2249.05,6.9575,4.472,0.0662,0
Wael_Zaiback,2400,3513,996,0.2835,0.28,1.0126,2451.91,6.9048,4.7999,0.0,0
Wael_Zaiback,2600,2173,540,0.2485,0.22,1.1296,2644.63,6.2934,4.136,0.0,0
Wael_Zaiback,2800,1207,296,0.2452,0.16,1.5327,2838.18,5.6937,3.963,0.0,0
Wael_Zaiback,3000,588,117,0.199,0.11,1.8089,3024.79,4.7707,2.8713,0.0,0
